,2P,2P%,2PA,3P,3P%,3PA,AGE,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,LEAGUE,MP,ORB,PF,POS,PTS,SEASON,STL,TEAM,TOV,TRB,URL,eFG%
3112,,,,,,,,0.5,,,1.0,0.391,2.6,0.7,0.623,1.1,134.0,,NBA,8.8,,1.6,,2.7,Career,,,,2.5,/players/m/mooreja01.html,
3113,3.7,.480,7.6,0.2,.251,0.7,,7.4,0.2,2.2,3.8,.460,8.4,1.5,.712,2.2,520,333,NBA,25.8,0.8,2.5,,9.4,Career,2.0,,2.2,3.0,/players/m/moorejo01.html,.471
3114,0.7,0.286,2.3,0.0,0.0,0.4,,0.1,,,0.7,0.242,2.8,0.9,0.846,1.1,12,,ABA,6.5,,1.4,,2.3,Career,,,0.6,1.3,/players/m/moorela01.html,0.242
3115,2.7,0.462,5.8,0.1,0.2,0.5,,2.8,0.2,1.5,2.8,0.442,6.3,1.0,0.75,1.4,112.0,3.0,NBA,18.9,0.5,2.4,,6.7,Career,0.8,,1.4,2.0,/players/m/moorelo01.html,0.45
3116,2.2,.553,4.1,0.0,.154,0.0,,0.7,0.5,2.5,2.3,.551,4.1,1.3,.743,1.7,564,181,NBA,18.2,1.4,2.7,,5.8,Career,0.3,,1.0,3.9,/players/m/mooremi01.html,.551
3117,,,,,,,,1.6,1.2,5.5,3.4,.453,7.6,1.4,.609,2.3,682,,NBA,24.8,1.8,2.6,,8.2,Career,0.7,,,8.2,/players/m/mooreot01.html,
3118,1.3,0.348,3.8,0.0,0.0,0.1,,0.4,,,1.3,0.338,3.9,1.2,0.75,1.6,18,,ABA,11.7,,0.9,,3.8,Career,,,1.3,1.1,/players/m/mooreri01.html,0.338
3119,0.6,0.31,2.1,0.0,,0.0,,0.1,0.0,0.4,0.6,0.31,2.1,0.4,0.75,0.6,14.0,0.0,NBA,4.2,0.1,1.5,,1.7,Career,0.4,,0.3,0.6,/players/m/moorero01.html,0.31
3120,1.9,.430,4.3,0.6,.344,1.9,,1.0,0.1,0.9,2.5,.404,6.2,1.3,.838,1.6,119,6,NBA,14.5,0.6,1.6,,7.0,Career,0.5,,0.8,1.5,/players/m/mooretr01.html,.456
3121,6.6,0.516,12.8,1.2,0.327,3.6,,7.1,0.3,3.5,7.8,0.474,16.4,4.4,0.754,5.9,187,187,NBA,32.2,1.0,1.5,,21.2,Career,1.0,,3.3,4.5,/players/m/moranja01.html,0.51
3122,0.9,0.533,1.6,0.0,1.0,0.0,,1.0,0.7,2.7,0.9,0.537,1.6,0.2,0.394,0.4,83.0,3.0,NBA,10.8,1.1,1.6,,1.9,Career,0.4,,0.6,3.7,/players/m/moreler01.html,0.54
3123,3.9,.420,9.3,0.0,.300,0.1,,1.6,,3.8,3.9,.420,9.4,2.0,.721,2.7,582,,TOT,23.4,2.6,3.2,,9.8,Career,,,1.9,5.9,/players/m/morelja01.html,.420
3124,0.9,0.292,3.0,0.0,,0.0,,0.9,0.0,1.4,0.9,0.292,3.0,0.1,0.25,0.5,8,0,NBA,5.8,0.8,0.9,,1.9,Career,0.3,,0.3,2.1,/players/m/morgagu01.html,0.292
3125,0.4,0.639,0.7,0.2,0.348,0.4,,0.3,0.1,0.8,0.6,0.525,1.1,0.1,0.545,0.2,52.0,0.0,NBA,6.0,0.4,0.8,,1.5,Career,0.1,,0.2,1.2,/players/m/morgaju01.html,0.593
3126,,,,,,,,0.6,,,0.9,0.375,2.5,0.9,0.682,1.4,62,,NBA,6.7,,1.5,,2.8,Career,,,,1.5,/players/m/morgare01.html,
3127,,,,,,,,0.3,,,0.6,.365,1.7,0.6,.633,1.0,31,,BAA,,,0.7,,1.8,Career,,,,,/players/m/morgeel01.html,
3128,1.7,0.476,3.6,0.0,,0.0,,0.7,0.1,2.2,1.7,0.476,3.6,0.8,0.6,1.3,23.0,15.0,NBA,16.0,1.3,3.0,,4.2,Career,0.6,,0.8,3.5,/players/m/mornida01.html,0.476
3129,3.5,0.48,7.4,0.7,0.306,2.2,,1.6,0.7,2.7,4.2,0.441,9.6,1.9,0.739,2.5,747.0,436.0,NBA,25.1,2.0,2.3,,11.0,Career,1.2,,1.6,4.7,/players/m/morrich01.html,0.475
3130,0.9,0.416,2.2,0.4,0.322,1.1,,1.4,0.0,0.7,1.3,0.384,3.3,0.4,0.63,0.6,132.0,17.0,NBA,11.1,0.3,1.0,,3.3,Career,0.3,,0.8,1.0,/players/m/morrida01.html,0.439
3131,1.0,0.456,2.3,0.0,,0.0,,0.2,0.0,0.2,1.0,0.456,2.3,0.1,0.75,0.2,25,0,NBA,4.1,0.2,0.6,,2.2,Career,0.1,,0.3,0.5,/players/m/morriis01.html,0.456
3132,1.1,0.424,2.5,0.2,0.2,1.2,,1.0,0.1,1.6,1.3,0.354,3.7,0.2,0.5,0.5,13.0,0.0,NBA,11.0,0.2,0.4,,3.1,Career,0.3,,0.6,1.8,/players/m/morrija01.html,0.385
3133,2.9,0.474,6.2,1.6,0.377,4.2,,1.5,0.3,3.7,4.5,0.435,10.4,1.8,0.773,2.3,718.0,437.0,NBA,27.1,0.9,2.2,,12.4,Career,0.7,,1.2,4.6,/players/m/morrima03.html,0.511
3134,3.4,0.484,7.0,0.8,0.341,2.5,,1.6,0.5,4.0,4.2,0.446,9.5,1.6,0.777,2.1,715.0,376.0,NBA,24.8,1.2,2.7,,10.9,Career,0.8,,1.5,5.2,/players/m/morrima02.html,0.491
3135,,,,,,,,3.1,,,4.1,0.363,11.2,4.5,0.667,6.7,62,,NBA,,,2.8,,12.6,Career,,,,,/players/m/morrima01.html,
3136,3.0,0.527,5.7,1.2,0.394,3.0,,3.7,0.2,2.0,4.2,0.481,8.7,1.0,0.83,1.2,280,105,NBA,25.2,0.3,1.1,,10.5,Career,0.8,,0.8,2.3,/players/m/morrimo01.html,0.549
3137,0.7,0.426,1.6,0.0,,0.0,,0.1,0.1,1.0,0.7,0.426,1.6,0.5,0.545,0.9,74.0,2.0,NBA,5.9,0.4,1.4,,1.9,Career,0.2,,0.4,1.4,/players/m/morrira01.html,0.426
3138,1.3,.465,2.9,0.2,.196,0.8,,0.7,0.4,1.8,1.5,.407,3.7,0.2,.711,0.3,139,12,NBA,13.9,0.9,0.9,,3.4,Career,0.3,,0.6,2.7,/players/m/morrite01.html,.428
3139,2.1,.391,5.4,0.8,.331,2.3,,1.4,0.1,1.6,2.9,.373,7.8,0.9,.710,1.2,161,28,NBA,20.4,0.5,1.7,,7.5,Career,0.2,,1.1,2.1,/players/m/morriad01.html,.423
3140,1.0,0.321,3.1,0.1,0.167,0.7,,0.8,,,1.1,0.294,3.8,0.7,0.667,1.0,9,,ABA,8.4,,1.7,,3.0,Career,,,1.0,1.0,/players/m/morrijo01.html,0.309
3141,0.6,0.344,1.7,0.1,0.286,0.2,,0.3,0.0,0.4,0.6,0.338,1.9,0.7,0.8,0.8,36,1,NBA,4.3,0.2,0.6,,2.0,Career,0.1,,0.6,0.6,/players/m/morrimi01.html,0.353
3142,,,,,,,,0.9,,,1.4,.396,3.5,0.8,.572,1.3,155,,NBA,14.3,,2.5,,3.6,Career,,,,5.3,/players/m/morrire01.html,
3143,2.0,0.47,4.3,1.4,0.417,3.4,,0.9,0.1,1.6,3.5,0.447,7.8,1.1,0.88,1.2,564.0,142.0,NBA,21.8,0.5,1.6,,9.4,Career,0.6,,0.7,2.2,/players/m/morroan01.html,0.539
3144,1.0,0.394,2.5,0.2,0.36,0.6,,0.4,0.4,0.9,1.2,0.388,3.1,1.4,0.682,2.1,41,6,NBA,9.6,0.5,1.1,,4.1,Career,0.3,,0.7,1.4,/players/m/mortodw01.html,0.422
3145,1.5,0.406,3.7,0.1,0.224,0.5,,2.7,0.2,0.8,1.6,0.386,4.1,1.5,0.787,1.9,128.0,5.0,NBA,14.7,0.4,1.3,,4.8,Career,0.7,,1.5,1.3,/players/m/mortojo01.html,0.399
3146,1.5,0.75,2.0,0.0,,0.0,,0.5,0.0,0.0,1.5,0.75,2.0,0.0,,0.0,2,0,NBA,5.5,0.0,1.0,,3.0,Career,0.0,,0.5,0.0,/players/m/mortori01.html,0.75
3147,,,,,,,,0.7,0.3,1.3,1.1,0.409,2.8,0.8,0.578,1.4,32.0,,NBA,7.6,0.8,1.3,,3.1,Career,0.3,,0.8,2.2,/players/m/moslegl01.html,
3148,1.5,0.439,3.3,0.1,0.174,0.3,,1.5,0.1,1.1,1.5,0.415,3.7,0.8,0.722,1.2,136.0,0.0,NBA,12.6,0.5,1.7,,3.9,Career,0.7,,1.0,1.5,/players/m/mosspe01.html,0.423
3149,1.9,0.45,4.2,0.5,0.299,1.7,,1.5,0.3,0.8,2.4,0.408,5.9,1.0,0.652,1.5,119.0,21.0,NBA,15.2,0.7,1.2,,6.3,Career,0.6,,1.1,1.5,/players/m/motenla01.html,0.45
3150,2.4,.529,4.6,0.5,.300,1.6,,1.1,0.3,2.6,2.9,.469,6.2,1.0,.597,1.7,251,101,NBA,18.2,1.2,2.1,,7.3,Career,0.5,,1.1,3.8,/players/m/motiedo01.html,.508
3151,1.9,0.575,3.3,0.0,0.2,0.2,,0.6,0.1,1.6,2.0,0.552,3.5,1.0,0.587,1.6,46.0,4.0,NBA,8.1,0.8,1.1,,4.9,Career,0.2,,0.7,2.4,/players/m/motlejo01.html,0.558
3152,1.9,0.451,4.2,0.0,0.063,0.1,,0.5,0.2,2.0,1.9,0.442,4.3,0.8,0.783,1.1,155,17,NBA,15.2,0.8,2.2,,4.6,Career,0.2,,0.9,2.9,/players/m/mottoha01.html,0.443
3153,1.6,0.547,2.9,0.0,,0.0,,0.2,0.2,1.6,1.6,0.547,2.9,0.4,0.667,0.6,59,2,NBA,12.4,1.5,1.1,,3.6,Career,0.4,,0.4,3.1,/players/m/moultar01.html,0.547
3154,4.2,0.45,9.2,0.4,0.317,1.3,,2.4,0.1,1.1,4.6,0.433,10.6,2.2,0.82,2.6,283.0,,ABA,22.6,0.6,2.3,,11.8,Career,0.8,,1.5,1.7,/players/m/mountri01.html,0.453
3155,6.1,.530,11.5,0.0,.247,0.1,,1.1,2.8,5.9,6.1,.527,11.6,4.8,.692,7.0,838,686,NBA,31.0,2.6,3.4,,17.1,Career,0.5,,2.6,8.5,/players/m/mournal01.html,.529
3156,2.7,.543,4.9,0.0,.190,0.1,,0.6,0.8,3.2,2.7,.535,5.1,1.3,.738,1.8,454,273,NBA,18.0,1.7,2.2,,6.8,Career,0.3,,1.2,4.9,/players/m/mozgoti01.html,.537
3157,,,,,,,,0.5,,,1.1,0.35,3.2,1.2,0.604,1.9,25,,NBA,,,2.1,,3.4,Career,,,,1.6,/players/m/mrazoch01.html,
3158,3.1,0.431,7.3,0.9,0.323,2.8,,3.8,0.3,2.5,4.0,0.401,10.1,1.9,0.744,2.6,302.0,165.0,NBA,23.8,0.5,1.6,,10.9,Career,0.7,,2.2,2.9,/players/m/mudiaem01.html,0.446
3159,2.9,0.426,6.9,0.0,,0.0,,2.0,0.0,1.7,2.9,0.426,6.9,1.5,0.623,2.4,445.0,,TOT,21.9,0.9,2.1,,7.4,Career,0.0,,1.3,4.7,/players/m/mueller01.html,0.426
3160,2.9,0.51,5.8,0.4,0.319,1.4,,0.5,0.1,1.7,3.4,0.473,7.2,1.8,0.751,2.4,278.0,16.0,NBA,17.2,1.1,1.0,,9.0,Career,0.3,,0.7,2.8,/players/m/muhamsh01.html,0.504
3161,0.6,0.573,1.1,1.4,0.369,3.8,,0.5,0.2,1.1,2.0,0.413,4.9,0.3,0.711,0.5,84.0,12.0,NBA,14.4,0.2,1.1,,5.8,Career,0.2,,0.3,1.3,/players/m/muldemy01.html,0.557
3162,,,,,,,,1.4,,,0.2,0.129,1.9,0.3,0.8,0.4,37,,NBA,,,0.8,,0.8,Career,,,,,/players/m/mullajo01.html,
3163,,,,,,,,1.0,,,2.3,0.281,8.2,1.2,0.627,1.9,54.0,,BAA,,,1.7,,5.8,Career,,,,,/players/m/mullebo01.html,
3164,2.4,0.438,5.4,0.6,0.319,1.8,,0.8,0.5,3.1,2.9,0.408,7.2,0.9,0.706,1.3,189.0,66.0,NBA,18.2,1.1,1.8,,7.4,Career,0.4,,1.0,4.2,/players/m/mulleby01.html,0.448
3165,6.0,0.533,11.3,0.8,0.384,2.2,,3.5,0.6,3.1,6.8,0.509,13.4,3.7,0.865,4.2,986.0,822.0,NBA,32.6,1.0,2.1,,18.2,Career,1.6,,2.3,4.1,/players/m/mullich01.html,0.54
3166,,,,,,,,3.8,0.2,1.7,6.7,0.463,14.5,2.8,0.814,3.4,804.0,,NBA,30.6,0.8,2.7,,16.2,Career,0.8,,,4.3,/players/m/mullije01.html,
3167,0.5,0.39,1.2,0.0,,0.0,,0.1,0.2,0.5,0.5,0.39,1.2,0.2,0.625,0.2,33.0,0.0,NBA,4.6,0.3,0.9,,1.1,Career,0.1,,0.1,0.8,/players/m/mundtto01.html,0.39
3168,1.2,0.414,2.9,0.5,0.36,1.3,,1.3,0.2,1.4,1.7,0.398,4.2,0.4,0.5,0.8,20.0,0.0,NBA,13.3,0.2,1.5,,4.2,Career,0.7,,0.9,1.6,/players/m/munfoxa02.html,0.452
3169,0.3,0.429,0.6,0.0,,0.0,,0.1,0.2,0.8,0.3,0.429,0.6,0.6,0.583,1.1,11,0,NBA,2.6,0.5,0.5,,1.2,Career,0.1,,0.5,1.3,/players/m/munkch01.html,0.429
3170,,,,,,,,0.3,,,2.4,0.268,8.9,1.3,0.648,2.0,80.0,,BAA,,,1.4,,6.1,Career,,,,,/players/m/munroge01.html,
3171,3.1,0.462,6.8,0.6,0.343,1.7,,4.9,0.1,1.8,3.7,0.438,8.5,2.1,0.786,2.6,508.0,224.0,NBA,23.4,0.7,1.9,,10.1,Career,1.6,,2.0,2.5,/players/m/murdoer01.html,0.473
3172,4.1,.574,7.2,0.0,.000,0.0,,0.5,1.5,4.2,4.1,.573,7.2,1.6,.644,2.5,307,207,NBA,21.9,2.1,3.1,,9.8,Career,0.6,,1.5,6.4,/players/m/muresgh01.html,.573
3173,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1,0,NBA,1.0,0.0,0.0,,0.0,Career,0.0,,0.0,0.0,/players/m/murkead01.html,
3174,1.4,0.373,3.8,0.0,0.0,0.0,,0.4,0.3,0.8,1.4,0.37,3.8,1.0,0.682,1.4,31.0,,TOT,8.6,0.9,1.8,,3.8,Career,0.3,,0.9,1.6,/players/m/murphal01.html,0.37
3175,7.2,0.484,14.9,0.0,0.139,0.3,,4.4,0.1,1.3,7.2,0.482,15.0,3.4,0.892,3.9,1002,0.0,NBA,30.5,0.7,3.2,,17.9,Career,1.5,,1.9,2.1,/players/m/murphca01.html,0.483
3176,,,,,,,,0.3,,,0.5,0.2,2.4,0.1,0.444,0.3,31.0,,BAA,,,0.5,,1.1,Career,,,,,/players/m/murphdi01.html,
3177,0.1,0.3,0.4,0.0,0.0,0.1,,0.1,0.2,0.3,0.1,0.231,0.5,0.0,,0.0,24,0,NBA,2.6,0.1,0.3,,0.3,Career,0.0,,0.1,0.3,/players/m/murpher01.html,0.231
3178,0.9,0.337,2.8,0.0,0.0,0.0,,0.2,0.1,1.1,0.9,0.332,2.8,0.5,0.607,0.8,67.0,0.0,NBA,6.5,0.5,0.9,,2.4,Career,0.1,,0.4,1.7,/players/m/murphja01.html,0.332
3179,,,,,,,,0.0,,,0.6,0.275,2.0,0.5,0.667,0.8,20.0,,BAA,,,0.4,,1.6,Career,,,,,/players/m/murphjo01.html,
3180,0.4,0.261,1.4,0.1,0.2,0.3,,0.1,0.0,0.2,0.4,0.25,1.6,0.0,,0.0,17,0,NBA,3.1,0.0,0.2,,0.9,Career,0.1,,0.2,0.2,/players/m/murphke01.html,0.268
3181,0.7,0.289,2.5,0.1,0.25,0.2,,0.3,0.1,0.3,0.8,0.286,2.7,0.4,0.636,0.6,18,0,NBA,4.9,0.3,0.8,,2.0,Career,0.3,,0.4,0.6,/players/m/murphro01.html,0.296
3182,2.0,.467,4.2,0.1,.290,0.3,,1.0,0.5,3.1,2.1,.454,4.6,1.3,.679,1.8,191,81,NBA,21.3,1.8,2.0,,5.5,Career,0.6,,0.6,4.9,/players/m/murphto01.html,.464
3183,0.6,0.418,1.5,1.1,0.382,3.0,,0.6,0.1,1.6,1.8,0.394,4.5,0.7,0.882,0.8,62,1,NBA,13.9,0.8,1.0,,5.4,Career,0.4,,0.3,2.4,/players/m/murphtr02.html,0.522
3184,3.1,0.464,6.6,0.8,0.388,2.2,,1.5,0.4,5.9,3.9,0.445,8.8,2.1,0.785,2.7,729.0,482.0,NBA,27.3,1.9,2.6,,10.8,Career,0.7,,1.2,7.8,/players/m/murphtr01.html,0.493
3185,4.4,.484,9.1,0.7,.330,2.1,,4.8,0.3,5.0,5.1,.455,11.2,1.6,.771,2.1,320,249,NBA,25.8,1.0,1.9,,12.5,Career,1.4,,1.9,6.0,/players/m/murrade01.html,.486
3186,4.1,.497,8.2,2.0,.367,5.3,,3.8,0.3,2.9,6.0,.446,13.5,2.4,.878,2.7,345,271,NBA,30.1,0.8,1.9,,16.3,Career,1.0,,2.0,3.6,/players/m/murraja01.html,.518
3187,,,,,,,,2.7,,,3.0,.335,8.9,2.1,.747,2.9,181,,NBA,18.4,,1.9,,8.1,Career,,,,3.3,/players/m/murrake01.html,
3188,3.5,.447,7.9,0.7,.360,2.0,,1.3,0.4,2.8,4.3,.430,9.9,2.0,.759,2.7,736,364,NBA,25.1,1.3,2.0,,11.3,Career,0.9,,1.6,4.1,/players/m/murrala01.html,.466
3189,3.0,0.45,6.7,0.7,0.304,2.2,,2.3,0.2,1.7,3.7,0.414,9.0,1.8,0.725,2.5,487.0,92.0,NBA,22.7,0.4,1.6,,9.9,Career,0.8,,1.5,2.1,/players/m/murraro01.html,0.452
3190,2.2,.457,4.7,1.1,.388,2.9,,0.8,0.2,1.7,3.3,.430,7.7,1.3,.829,1.5,659,80,NBA,18.4,0.8,1.7,,9.0,Career,0.5,,0.9,2.5,/players/m/murratr01.html,.504
3191,5.4,0.469,11.6,0.1,0.304,0.2,,1.0,,4.5,5.5,0.466,11.8,2.1,0.719,2.9,228.0,,ABA,29.6,2.0,2.8,,13.1,Career,,,1.7,7.3,/players/m/murrewi01.html,0.468
3192,,,,,,,,0.6,,,1.7,0.425,3.9,1.4,0.679,2.1,357.0,,NBA,12.6,,2.3,,4.7,Career,,,,4.4,/players/m/murredo01.html,
3193,0.9,0.434,2.2,0.1,0.417,0.2,,0.9,0.0,0.6,1.0,0.433,2.4,0.4,0.61,0.7,56.0,0.0,NBA,7.0,0.3,0.9,,2.6,Career,0.4,,0.7,0.8,/players/m/murryto01.html,0.451
3194,1.1,0.5,2.2,0.4,0.227,1.8,,0.9,0.0,1.4,1.5,0.376,4.0,0.9,0.726,1.3,49,0,NBA,10.7,0.4,0.6,,4.3,Career,0.3,,0.8,1.9,/players/m/musadz01.html,0.428
3195,1.3,0.545,2.3,0.9,0.377,2.5,,0.9,0.5,2.4,2.2,0.458,4.8,0.8,0.847,0.9,432.0,30.0,NBA,15.5,0.8,1.5,,6.2,Career,0.3,,0.6,3.2,/players/m/muscami01.html,0.556
3196,,,,,,,,0.7,,,3.5,0.29,11.9,1.5,0.771,2.0,161,,BAA,,,1.8,,8.4,Career,,,,,/players/m/musian01.html,
3197,1.6,0.45,3.5,0.0,0.0,0.0,,0.6,0.3,1.7,1.6,0.449,3.5,0.8,0.648,1.3,179.0,19.0,NBA,10.6,0.8,1.3,,4.0,Career,0.3,,0.8,2.5,/players/m/mustaje01.html,0.449
3198,3.5,0.518,6.7,0.0,0.0,0.0,,1.0,2.8,7.1,3.5,0.518,6.7,2.8,0.684,4.1,1196.0,997.0,NBA,30.8,3.2,2.8,,9.8,Career,0.4,,1.8,10.3,/players/m/mutomdi01.html,0.518
3199,1.4,0.45,3.1,0.2,0.323,0.7,,0.6,0.3,1.2,1.7,0.425,3.9,1.1,0.693,1.7,83.0,7.0,NBA,11.5,1.0,1.9,,4.7,Career,0.5,,0.6,2.2,/players/m/muursma01.html,0.457
3200,1.7,.442,3.8,0.1,.219,0.4,,2.1,0.2,1.2,1.8,.421,4.2,1.2,.668,1.8,377,100,NBA,16.0,0.6,1.8,,4.8,Career,0.7,,1.2,1.8,/players/m/myerspe01.html,.431
3201,1.0,0.477,2.1,1.3,0.353,3.7,,1.4,0.1,1.5,2.3,0.398,5.8,0.6,0.785,0.8,220.0,46.0,NBA,17.0,0.3,1.0,,6.6,Career,0.6,,0.9,1.8,/players/m/mykhasv01.html,0.511
3202,0.2,0.467,0.5,0.0,,0.0,,0.1,0.3,0.5,0.2,0.467,0.5,0.2,0.462,0.4,33.0,0.0,NBA,4.8,0.2,1.0,,0.6,Career,0.1,,0.2,0.8,/players/n/ndiayha01.html,0.467
3203,0.3,0.25,1.0,0.0,,0.0,,0.3,0.3,0.5,0.3,0.25,1.0,0.8,0.75,1.0,4,0,NBA,6.8,0.8,2.3,,1.3,Career,0.0,,0.3,1.3,/players/n/ndiayma01.html,0.25
3204,1.2,0.429,2.9,0.0,0.0,0.0,,0.1,0.9,2.0,1.2,0.427,2.9,1.3,0.736,1.8,69.0,9.0,NBA,12.4,1.3,2.1,,3.8,Career,0.2,,0.6,3.3,/players/n/ndiayma02.html,0.427
3205,1.0,0.423,2.3,0.0,0.0,0.0,,0.3,0.2,1.0,1.0,0.415,2.3,0.3,0.667,0.4,23,1,NBA,6.6,0.7,1.0,,2.2,Career,0.1,,0.3,1.6,/players/n/ndongbo01.html,0.415
3206,,,,,,,,0.3,,,0.0,0.0,1.0,0.3,0.5,0.5,4,,NBA,2.8,,1.5,,0.3,Career,,,,1.3,/players/n/naberbo01.html,
3207,,,,,,,,0.5,,,1.0,0.3,3.3,1.3,0.615,2.2,6,,NBA,9.8,,1.0,,3.3,Career,,,,3.2,/players/n/nachabo01.html,
3208,1.3,0.433,3.1,1.0,0.375,2.7,,0.9,0.3,2.2,2.3,0.406,5.8,1.4,0.784,1.8,317.0,25.0,NBA,17.8,0.4,2.2,,7.1,Career,0.4,,0.9,2.6,/players/n/nachbbo01.html,0.494
3209,1.0,0.486,2.1,0.6,0.357,1.7,,0.5,0.3,1.6,1.6,0.428,3.9,0.7,0.718,0.9,202.0,8.0,NBA,12.8,0.3,1.2,,4.6,Career,0.4,,0.7,1.9,/players/n/naderab01.html,0.508
3210,,,,,,,,1.3,,,0.4,0.214,2.0,0.1,0.25,0.3,14,,NBA,,,0.8,,0.9,Career,,,,,/players/n/nagelje01.html,
3211,,,,,,,,1.4,,,1.9,0.347,5.4,1.3,0.67,1.9,50,,BAA,,,1.7,,5.1,Career,,,,,/players/n/nagyfr01.html,
3212,3.7,.475,7.7,0.0,.111,0.0,,1.0,0.2,1.8,3.7,.474,7.7,1.2,.786,1.6,306,96,NBA,19.0,1.2,1.9,,8.6,Career,0.4,,1.0,3.1,/players/n/nailole01.html,.474
3213,1.8,0.509,3.5,0.2,0.311,0.6,,0.8,0.4,2.3,1.9,0.481,4.0,0.9,0.671,1.3,619.0,85.0,NBA,18.1,1.4,2.2,,4.9,Career,0.7,,0.6,3.7,/players/n/najered01.html,0.503
3214,6.9,0.548,12.6,0.0,0.145,0.1,,2.6,2.2,5.5,6.9,0.546,12.7,3.2,0.755,4.2,920.0,795.0,NBA,33.4,2.5,2.9,,17.1,Career,0.9,,1.9,8.0,/players/n/nancela01.html,0.546
3215,2.9,0.577,5.1,0.4,0.333,1.3,,1.9,0.5,4.5,3.3,0.529,6.3,1.0,0.689,1.5,396.0,134.0,NBA,24.1,2.0,2.2,,8.1,Career,1.2,,1.0,6.5,/players/n/nancela02.html,0.562
3216,1.3,0.448,3.0,1.0,0.345,2.9,,2.5,0.1,1.6,2.3,0.397,5.9,1.4,0.815,1.7,345.0,56.0,NBA,17.4,0.3,1.2,,7.1,Career,0.8,,1.3,1.9,/players/n/napiesh01.html,0.482
3217,,,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,1,,BAA,,,0.0,,0.0,Career,,,,,/players/n/napolpa01.html,
3218,2.0,.430,4.6,0.0,.000,0.1,,0.7,0.2,1.5,2.0,.429,4.6,0.7,.729,1.0,236,,TOT,11.6,1.0,1.3,,4.7,Career,0.3,,0.9,2.3,/players/n/nashbo01.html,.429
3219,1.8,.341,5.3,0.0,.000,0.0,,0.8,,,1.8,.340,5.4,2.0,.766,2.5,84,,TOT,13.6,,1.4,,5.6,Career,,,1.3,3.3,/players/n/nashco01.html,.340
3220,3.8,0.518,7.4,1.4,0.428,3.2,,8.5,0.1,2.5,5.2,0.49,10.6,2.5,0.904,2.8,1217.0,1053.0,NBA,31.3,0.5,1.6,,14.3,Career,0.7,,2.9,3.0,/players/n/nashst01.html,0.556
3221,5.1,.536,9.6,0.0,.100,0.0,,1.7,0.6,8.2,5.1,.535,9.6,2.1,.748,2.9,722,7,TOT,28.7,3.4,3.0,,12.4,Career,0.5,,2.4,11.6,/players/n/natersw01.html,.535
3222,1.0,0.625,1.6,0.0,0.0,0.2,,0.4,0.0,0.0,1.0,0.556,1.8,0.6,0.75,0.8,5,0,NBA,3.0,0.0,0.4,,2.6,Career,0.6,,1.6,0.0,/players/n/nathaho01.html,0.556
3223,6.7,0.531,12.5,0.0,0.219,0.1,,2.2,0.3,4.5,6.7,0.528,12.7,3.8,0.768,4.9,599.0,371.0,NBA,31.4,2.3,2.3,,17.2,Career,0.9,,2.1,6.8,/players/n/nattca01.html,0.529
3224,1.3,.432,3.0,0.0,.200,0.2,,0.8,0.0,0.5,1.3,.417,3.2,0.4,.621,0.6,49,0,NBA,7.9,0.3,1.2,,3.1,Career,0.2,,0.7,0.8,/players/n/nattke01.html,.423
3225,,,,,,,,1.6,,,6.3,0.406,15.6,3.1,0.812,3.9,716.0,,NBA,28.8,,3.1,,15.8,Career,,,,9.1,/players/n/naullwi01.html,
3226,1.9,.455,4.1,1.9,.361,5.3,,2.2,0.0,2.1,3.8,.402,9.3,1.5,.849,1.8,82,30,NBA,25.8,0.4,1.1,,10.9,Career,0.6,,1.6,2.6,/players/n/navarju01.html,.504
3227,1.2,0.481,2.5,0.0,0.143,0.2,,0.3,0.3,1.3,1.2,0.453,2.7,0.6,0.731,0.8,32,4,NBA,10.3,0.7,0.9,,3.1,Career,0.5,,0.4,2.0,/players/n/ndourma01.html,0.459
3228,0.7,.400,1.8,0.2,.302,0.7,,2.5,0.1,0.6,0.9,.373,2.5,0.4,.600,0.7,63,0,NBA,9.9,0.1,1.5,,2.5,Career,0.4,,1.2,0.7,/players/n/nealcr01.html,.415
3229,2.3,0.448,5.2,1.3,0.382,3.4,,1.6,0.0,1.9,3.6,0.422,8.6,1.3,0.85,1.5,352.0,31.0,NBA,21.3,0.2,1.5,,9.9,Career,0.4,,1.0,2.2,/players/n/nealga01.html,0.498
3230,,,,,,,,0.4,,,1.6,0.301,5.4,1.2,0.601,1.9,80.0,,NBA,13.7,,2.0,,4.4,Career,,,,3.8,/players/n/nealji01.html,
3231,,,,,,,,1.5,0.9,4.9,4.6,0.485,9.4,2.0,0.672,3.0,435,,NBA,25.3,1.9,2.9,,11.1,Career,0.5,,1.6,7.7,/players/n/nealll01.html,
3232,1.0,.525,1.8,0.1,.292,0.2,,0.7,0.1,2.2,1.0,.498,2.1,0.6,.684,0.8,540,78,NBA,12.6,1.1,1.7,,2.7,Career,0.5,,0.4,3.3,/players/n/nealyed01.html,.515
3233,0.2,0.238,0.9,0.1,0.167,0.8,,0.5,0.0,0.5,0.3,0.205,1.6,0.3,0.875,0.3,24,0,NBA,5.9,0.1,0.5,,1.1,Career,0.0,,0.5,0.6,/players/n/nedovne01.html,0.244
